"","V1","V2"
"848","bewegungslos","-0.0048"
"849","beängstigend","-0.0367"
"850","billig","-0.2842"
"851","bitter","-0.3394"
"852","bizarr","-0.0486"
"853","blauäugig","-0.0445"
"854","blind","-0.1978"
"855","blockieren","-0.3459"
"856","blutig","-0.0491"
"857","blöd","-0.1593"
"858","blöde","-0.3145"
"859","bombardieren","-0.0048"
"860","borniert","-0.0048"
"861","boshaft","-0.3187"
"862","brechen","-0.7991"
"863","brennen","-0.0048"
"864","brisant","-0.0048"
"865","brutal","-0.0048"
"866","brüchig","-0.3331"
"867","bösartig","-0.4715"
"868","böse","-0.4183"
"869","chaotisch","-0.0426"
"870","charakterschwach","-0.0048"
"871","dahinschwinden","-0.0048"
"872","debil","-0.306"
"873","defekt","-0.346"
"874","defizitär","-0.4535"
"875","deformieren","-0.0048"
"876","degradieren","-0.0048"
"877","deinstallieren","-0.0048"
"878","deinstalliert","-0.0048"
"879","dekadent","-0.1769"
"880","demütigen","-0.0048"
"881","denkfaul","-0.0048"
"882","depressiv","-0.4715"
"883","desinteressiert","-0.0048"
"884","desolat","-0.0048"
"885","destruktiv","-0.1936"
"886","dezimieren","-0.0048"
"887","diffamieren","-0.0048"
"888","diffizil","-0.0048"
"889","diffus","-0.331"
"890","diktatorisch","-0.0048"
"891","dilettantisch","-0.0048"
"892","diskreditieren","-0.323"
"893","distanziert","-0.0048"
"894","disziplinlos","-0.0048"
"895","dominieren","-0.0048"
"896","doof","-0.1562"
"897","dramatisch","-0.3656"
"898","drastisch","-0.351"
"899","dreckig","-0.016"
"900","dreist","-0.4457"
"901","driften","-0.0048"
"902","drohen","-0.3503"
"903","drosseln","-0.0048"
"904","drängelnd","-0.0048"
"905","drängen","-0.3516"
"906","dumm","-0.5901"
"907","dunkel","-0.0214"
"908","durchfallen","-0.1801"
"909","dusselig","-0.0409"
"910","dämlich","-0.048"
"911","dämpfen","-0.0411"
"912","dürr","-0.0048"
"913","düster","-0.0187"
"914","egoistisch","-0.3254"
"915","ehebrechen","-0.3128"
"916","eigenartig","-0.0048"
"917","einbehalten","-0.0048"
"918","einbrechen","-0.0048"
"919","einfältig","-0.1858"
"920","eingehen","-0.0048"
"921","eingeschränkt","-0.0048"
"922","einsam","-0.1634"
"923","einschlagen","-0.0048"
"924","einschrumpfen","-0.0048"
"925","einschränken","-0.3327"
"926","einschüchtern","-0.0048"
"927","einschüchternd","-0.0048"
"928","einsinken","-0.0366"
"929","einstellen","-0.0048"
"930","einstürzen","-0.0048"
"931","eintönig","-0.0378"
"932","ekelerregend","-0.0413"
"933","ekelig","-0.0048"
"934","eklatant","-0.0048"
"935","elend","-0.0519"
"936","elendig","-0.0048"
"937","empören","-0.0048"
"938","energielos","-0.3037"
"939","engstirnig","-0.3199"
"940","entbehrungsreich","-0.0048"
"941","entbinden","-0.0048"
"942","entfremden","-0.0048"
"943","entführen","-0.0048"
"944","entgleiten","-0.0048"
"945","enthaupten","-0.0048"
"946","entkräftet","-0.0048"
"947","entlassen","-0.0048"
"948","entmutigen","-0.0048"
"949","entnervt","-0.0048"
"950","entrüstet","-0.0048"
"951","entschwinden","-0.1827"
"952","entsetzlich","-0.477"
"953","enttäuschen","-0.0586"
"954","enttäuschend","-0.0425"
"955","enttäuscht","-0.3129"
"956","entwürdigend","-0.3132"
"957","entziehen","-0.0048"
"958","erbittert","-0.0048"
"959","erbost","-0.3293"
"960","erbrechen","-0.3308"
"961","erbärmlich","-0.4796"
"962","erdrückend","-0.0048"
"963","ergaunern","-0.0048"
"964","ergebnislos","-0.0048"
"965","erleiden","-0.3494"
"966","erliegen","-0.3296"
"967","ermahnen","-0.0048"
"968","ermorden","-0.3292"
"969","ermüden","-0.0048"
"970","erniedrigen","-0.0048"
"971","ernüchternd","-0.0048"
"972","erpressen","-0.0048"
"973","erschießen","-0.3317"
"974","erschlaffen","-0.0048"
"975","erschlagen","-0.3442"
"976","erschrecken","-0.1812"
"977","erschreckend","-0.0544"
"978","erschweren","-0.4891"
"979","erschöpfen","-0.0048"
"980","erschöpft","-0.0377"
"981","erschüttern","-0.0048"
"982","erschütternd","-0.0472"
"983","erschüttert","-0.0048"
"984","erstechen","-0.3078"
"985","ersticken","-0.3291"
"986","ertrinken","-0.0048"
"987","erwürgen","-0.0048"
"988","erzürnt","-0.3221"
"989","existenzbedrohend","-0.0048"
"990","explodieren","-0.0048"
"991","fad","-0.0048"
"992","fadenscheinig","-0.0048"
"993","fahrlässig","-0.3487"
"994","fallen","-0.2153"
"995","falsch","-0.7618"
"996","farblos","-0.0048"
"997","faschistisch","-0.4477"
"998","fatal","-0.345"
"999","faul","-0.035"
"1000","fehlen","-0.5365"
"1001","fehleranfällig","-0.0048"
"1002","fehlerhaft","-0.3581"
"1003","feige","-0.4649"
"1004","feindlich","-0.4723"
"1005","feindselig","-0.4579"
"1006","fesseln","-0.0048"
"1007","feuern","-0.0048"
"1008","fies","-0.305"
"1009","finster","-0.0515"
"1010","flach","-0.0048"
"1011","flau","-0.0048"
"1012","flüchtend","-0.0048"
"1013","flüchtig","-0.0048"
"1014","folgenschwer","-0.0048"
"1015","folgewidrig","-0.0048"
"1016","fragil","-0.0422"
"1017","fraglich","-0.0576"
"1018","fragwürdig","-0.4858"
"1019","frech","-0.0048"
"1020","fremd","-0.4939"
"1021","fremdartig","-0.0419"
"1022","freudlos","-0.0048"
"1023","frivol","-0.0412"
"1024","fruchtlos","-0.0048"
"1025","frustrieren","-0.0372"
"1026","frustrierend","-0.0048"
"1027","frustriert","-0.3244"
"1028","fuchsteufelswild","-0.0048"
"1029","furchtbar","-0.3042"
"1030","furchterregend","-0.1778"
"1031","fälschen","-0.0048"
"1032","fürchten","-0.3545"
"1033","fürchterlich","-0.3363"
"1034","gallig","-0.3005"
"1035","gammelig","-0.0344"
"1036","gammeln","-0.0411"
"1037","gammlig","-0.0048"
"1038","garstig","-0.0425"
"1039","geblitzt","-0.0435"
"1040","gebrechlich","-0.0048"
"1041","gedankenlos","-0.0048"
"1042","gedrängt","-0.0048"
"1043","gefährden","-0.5006"
"1044","gefährlich","-0.6366"
"1045","gehandicapt","-0.0048"
"1046","gehässig","-0.1821"
"1047","geisteskrank","-0.0048"
"1048","geistlos","-0.0048"
"1049","gekränkt","-0.453"
"1050","gelähmt","-0.3308"
"1051","gemein","-0.7203"
"1052","genervt","-0.0237"
"1053","gering","-0.6621"
"1054","geringwertig","-0.0048"
"1055","geschmacklos","-0.3212"
"1056","gestreßt","-0.3128"
"1057","gewaltsam","-0.0048"
"1058","gewalttätig","-0.3409"
"1059","geärgert","-0.1846"
"1060","giftig","-0.3378"
"1061","glanzlos","-0.3133"
"1062","gleichgültig","-0.3436"
"1063","glücklos","-0.3147"
"1064","gnadenlos","-0.6033"
"1065","grau","-0.336"
"1066","grauen","-0.0048"
"1067","grauenhaft","-0.184"
"1068","grauenvoll","-0.3238"
"1069","grausam","-0.625"
"1070","grausig","-0.1777"
"1071","grenzdebil","-0.0048"
"1072","grimmig","-0.3295"
"1073","grob","-0.3495"
"1074","groggy","-0.0048"
"1075","grotesk","-0.3318"
"1076","grottenschlecht","-0.3089"
"1077","grottenübel","-0.0048"
"1078","gruselig","-0.0048"
"1079","grässlich","-0.0395"
"1080","gräßlich","-0.4529"
"1081","haarig","-0.0351"
"1082","haarsträubend","-0.4637"
"1083","habgierig","-0.3059"
"1084","halbfertig","-0.0048"
"1085","happig","-0.0256"
"1086","harsch","-0.0048"
"1087","hart","-0.1483"
"1088","hartnäckig","-0.1956"
"1089","hassen","-0.054"
"1090","heftig","-0.1819"
"1091","heikel","-0.0048"
"1092","heillos","-0.0048"
"1093","heimsuchen","-0.3228"
"1094","heimtückisch","-0.3241"
"1095","heimzahlen","-0.0371"
"1096","hektisch","-0.0396"
"1097","hemmen","-0.1953"
"1098","herabsetzen","-0.3199"
"1099","herausfordern","-0.0048"
"1100","herrisch","-0.0426"
"1101","herunter","-0.0048"
"1102","heruntermachen","-0.0048"
"1103","herzlos","-0.3157"
"1104","heucheln","-0.0048"
"1105","heuchlerisch","-0.4544"
"1106","hilflos","-0.4827"
"1107","hinfällig","-0.3336"
"1108","hinterlistig","-0.3187"
"1109","hochtrabend","-0.3086"
"1110","hoffnungslos","-0.3412"
"1111","hungern","-0.0565"
"1112","hungrig","-0.0048"
"1113","hysterisch","-0.0465"
"1114","hämisch","-0.3198"
"1115","hässlich","-0.4387"
"1116","höhnisch","-0.0525"
"1117","idiotisch","-0.0048"
"1118","illegal","-0.3479"
"1119","illoyal","-0.0048"
"1120","immobil","-0.0048"
"1121","ineffizient","-0.4602"
"1122","infiltrieren","-0.0048"
"1123","inkompetent","-0.5935"
"1124","inkonsequent","-0.1844"
"1125","inkonsistent","-0.0048"
"1126","inkorrekt","-0.3167"
"1127","instabil","-0.3352"
"1128","intervenieren","-0.0048"
"1129","intolerant","-0.3215"
"1130","irrational","-0.3277"
"1131","irre","-0.0048"
"1132","irrsinnig","-0.0048"
"1133","isolieren","-0.0388"
"1134","jammern","-0.0504"
"1135","jähzornig","-0.3089"
"1136","kacke","-0.171"
"1137","kahl","-0.0472"
"1138","kalt","-0.012"
"1139","kaltherzig","-0.0048"
"1140","kapitulieren","-0.0048"
"1141","kaputt","-0.1513"
"1142","katastrophal","-0.4917"
"1143","keimig","-0.0048"
"1144","kentern","-0.0048"
"1145","kippen","-0.1814"
"1146","klagen","-0.3565"
"1147","klein","-0.2715"
"1148","klobig","-0.0373"
"1149","knapp","-0.2036"
"1150","knurrig","-0.0048"
"1151","kollabieren","-0.0048"
"1152","kollidieren","-0.0048"
"1153","kompliziert","-0.0384"
"1154","konfrontieren","-0.0048"
"1155","konkurrieren","-0.0048"
"1156","kontraproduktiv","-0.6272"
"1157","kontrovers","-0.3395"
"1158","korrupt","-0.4615"
"1159","kostenintensiv","-0.0048"
"1160","kostspielig","-0.0048"
"1161","krachen","-0.0048"
"1162","kraftlos","-0.3338"
"1163","krank","-0.4694"
"1164","kranken","-0.0048"
"1165","krass","-0.1603"
"1166","kriechen","-0.0048"
"1167","kriegerisch","-0.0048"
"1168","kriminell","-0.4692"
"1169","kritisch","-0.203"
"1170","kritisieren","-0.3466"
"1171","krude","-0.0048"
"1172","krumm","-0.0426"
"1173","kränkeln","-0.0048"
"1174","kränken","-0.0048"
"1175","kränklich","-0.3172"
"1176","kurz","-0.0048"
"1177","kurzsichtig","-0.4714"
"1178","kämpfen","-0.3467"
"1179","kümmerlich","-0.3208"
"1180","kündigen","-0.4947"
"1181","kürzen","-0.3439"
"1182","labil","-0.326"
"1183","laienhaft","-0.3169"
"1184","lakonisch","-0.0048"
"1185","langatmig","-0.0048"
"1186","langsam","-0.0167"
"1187","langweilen","-0.0512"
"1188","langweilig","-0.0228"
"1189","lasch","-0.0048"
"1190","launisch","-0.0409"
"1191","lebensfeindlich","-0.0048"
"1192","lebensgefährlich","-0.0048"
"1193","leblos","-0.049"
"1194","leer","-0.025"
"1195","leichtgläubig","-0.0048"
"1196","leichtsinnig","-0.0048"
"1197","leiden","-0.1596"
"1198","leider","-0.4787"
"1199","leistungsunfähig","-0.0048"
"1200","leugnen","-0.4862"
"1201","lieblos","-0.4697"
"1202","liquidieren","-0.0048"
"1203","loswerden","-0.0048"
"1204","lächerlich","-0.6435"
"1205","lädiert","-0.0366"
"1206","lähmen","-0.0048"
"1207","läppisch","-0.0048"
"1208","lästig","-0.1751"
"1209","löschen","-0.3654"
"1210","lückenhaft","-0.4805"
"1211","machtlos","-0.3351"
"1212","mager","-0.0048"
"1213","magern","-0.0048"
"1214","makelhaft","-0.0048"
"1215","mangelbehaftet","-0.0048"
"1216","mangelhaft","-0.3395"
"1217","mangeln","-0.0048"
"1218","manipulieren","-0.0048"
"1219","matt","-0.0048"
"1220","mau","-0.1914"
"1221","maßlos","-0.1965"
"1222","meckern","-0.031"
"1223","meiden","-0.332"
"1224","melancholisch","-0.0048"
"1225","melodramatisch","-0.0048"
"1226","menschenunwürdig","-0.3144"
"1227","merkwürdig","-0.0431"
"1228","mies","-0.0048"
"1229","miesepetrig","-0.0048"
"1230","mindern","-0.057"
"1231","minderwertig","-0.613"
"1232","miserabel","-0.2004"
"1233","missachten","-0.0048"
"1234","missbrauchen","-0.0048"
"1235","missfallen","-0.0048"
"1236","missgelaunt","-0.297"
"1237","missglücken","-0.0048"
"1238","misslingen","-0.0048"
"1239","missmutig","-0.3166"
"1240","missraten","-0.0048"
"1241","misstrauisch","-0.3333"
"1242","missverstehen","-0.3202"
"1243","mist","-0.1723"
"1244","mittellos","-0.0048"
"1245","mittelmäßig","-0.1871"
"1246","monoton","-0.0533"
"1247","morbid","-0.0048"
"1248","morden","-0.0048"
"1249","murren","-0.0496"
"1250","mutlos","-0.0048"
"1251","mörderisch","-0.0384"
"1252","müde","-0.0048"
"1253","mühsam","-0.3336"
"1254","mürrisch","-0.4658"
"1255","nachlassen","-0.0048"
"1256","nachlässig","-0.3307"
"1257","nachteilig","-0.3357"
"1258","naiv","-0.0675"
"1259","negativ","-0.4949"
"1260","neidisch","-0.0048"
"1261","nerven","-0.1374"
"1262","nervenaufreibend","-0.0376"
"1263","nervig","-0.0048"
"1264","nervös","-0.0042"
"1265","neutralisieren","-0.1892"
"1266","niedergeschlagen","-0.4708"
"1267","niedergleitend","-0.0048"
"1268","niederschlagen","-0.1871"
"1269","niederschmetternd","-0.0436"
"1270","niederträchtig","-0.45"
"1271","niedrig","-0.3623"
"1272","nutzlos","-0.485"
"1273","närrisch","-0.0443"
"1274","nörgeln","-0.1789"
"1275","nötigen","-0.0048"
"1276","oberflächlich","-0.1794"
"1277","ominös","-0.0048"
"1278","ordnungswidrig","-0.171"
"1279","panisch","-0.0048"
"1280","peinlich","-0.0048"
"1281","pessimistisch","-0.3359"
"1282","pflichtwidrig","-0.0048"
"1283","pikiert","-0.0048"
"1284","planlos","-0.1869"
"1285","prekär","-0.3272"
"1286","primitiv","-0.7475"
"1287","problematisch","-0.3524"
"1288","profan","-0.0048"
"1289","protestieren","-0.0048"
"1290","provisorisch","-0.0048"
"1291","provozieren","-0.3369"
"1292","prügeln","-0.0507"
"1293","qualvoll","-0.0048"
"1294","quälen","-0.1929"
"1295","rabiat","-0.0402"
"1296","radikal","-0.487"
"1297","rammen","-0.0048"
"1298","ramponieren","-0.0048"
"1299","rasend","-0.0048"
"1300","rauh","-0.0286"
"1301","rausgeschmissen","-0.1863"
"1302","rebellisch","-0.1706"
"1303","rechthaberisch","-0.0048"
"1304","rechtswidrig","-0.3406"
"1305","reduzieren","-0.0048"
"1306","renitent","-0.0048"
"1307","repetiv","-0.0048"
"1308","riskant","-0.0482"
"1309","riskieren","-0.3328"
"1310","rosten","-0.0048"
"1311","ruchlos","-0.037"
"1312","ruckeln","-0.0387"
"1313","ruinös","-0.0048"
"1314","ruppig","-0.0048"
"1315","rutschen","-0.0048"
"1316","rächen","-0.3489"
"1317","rückläufig","-0.0544"
"1318","rücksichtslos","-0.4754"
"1319","rückständig","-0.0048"
"1320","rückwärts","-0.3496"
"1321","rüde","-0.0048"
"1322","sabotieren","-0.0048"
"1323","sauer","-0.0048"
"1324","schade","-0.0048"
"1325","schadhaft","-0.0048"
"1326","schal","-0.0048"
"1327","schamlos","-0.3332"
"1328","schauerlich","-0.0048"
"1329","schaurig","-0.0048"
"1330","scheiden","-0.0557"
"1331","scheiss","-0.1838"
"1332","scheisse","-0.0226"
"1333","scheiß","-0.3381"
"1334","scheiße","-0.2945"
"1335","schelten","-0.3143"
"1336","scheusslich","-0.0048"
"1337","scheußlich","-0.1834"
"1338","schimmelig","-0.304"
"1339","schimpfend","-0.0048"
"1340","schlaff","-0.0472"
"1341","schlagen","-0.0306"
"1342","schlapp","-0.0048"
"1343","schlecht","-0.7706"
"1344","schleppend","-0.0048"
"1345","schlicht","-0.623"
"1346","schließen","-0.211"
"1347","schlimm","-0.1705"
"1348","schlimmer","-0.6494"
"1349","schlotterig","-0.0048"
"1350","schlottern","-0.0048"
"1351","schmerzen","-0.3251"
"1352","schmerzerfüllt","-0.0048"
"1353","schmerzhaft","-0.3182"
"1354","schmerzlich","-0.0516"
"1355","schmerzvoll","-0.0428"
"1356","schmuggeln","-0.0048"
"1357","schmutzig","-0.2984"
"1358","schocken","-0.0396"
"1359","schockierend","-0.1933"
"1360","schonungslos","-0.461"
"1361","schrecklich","-0.0242"
"1362","schrumpfen","-0.0048"
"1363","schubsen","-0.1756"
"1364","schuftig","-0.0048"
"1365","schulden","-0.0048"
"1366","schuldhaft","-0.3346"
"1367","schuldig","-0.7968"
"1368","schwach","-0.9206"
"1369","schwer","-0.0048"
"1370","schwerfällig","-0.0048"
"1371","schwerwiegend","-0.0048"
"1372","schwierig","-0.0245"
"1373","schwinden","-0.0048"
"1374","schwindlig","-0.0512"
"1375","schwächen","-0.3372"
"1376","schwächlich","-0.3167"
"1377","schäbig","-0.0421"
"1378","schädigend","-0.1779"
"1379","schädigenden","-0.3284"
"1380","schädlich","-0.9269"
"1381","schämen","-0.893"
"1382","seicht","-0.1742"
"1383","seltsam","-0.0048"
"1384","senken","-0.0596"
"1385","sinken","-0.2064"
"1386","sinnlos","-0.6331"
"1387","skandalös","-0.0048"
"1388","skeptisch","-0.1985"
"1389","skrupellos","-0.1814"
"1390","sorgen","-0.0048"
"1391","sorgenschwer","-0.0048"
"1392","sprengen","-0.0048"
"1393","spröde","-0.038"
"1394","stagnieren","-0.0048"
"1395","starr","-0.0048"
"1396","statisch","-0.0048"
"1397","stehlen","-0.4944"
"1398","stilllegen","-0.0048"
"1399","stillstehen","-0.0048"
"1400","stinken","-0.1634"
"1401","stocken","-0.0048"
"1402","stornieren","-0.0048"
"1403","stottern","-0.0435"
"1404","stoßen","-0.3563"
"1405","strafbar","-0.3468"
"1406","streiken","-0.044"
"1407","streiten","-0.0302"
"1408","streng","-0.3571"
"1409","strittig","-0.3249"
"1410","stumpfsinnig","-0.0048"
"1411","stupide","-0.0048"
"1412","stur","-0.1837"
"1413","stören","-0.333"
"1414","stümperhaft","-0.0048"
"1415","stürmisch","-0.0048"
"1416","stürzen","-0.1975"
"1417","suboptimal","-0.0048"
"1418","tadel","-0.0048"
"1419","tadeln","-0.3234"
"1420","tadelnswert","-0.0048"
"1421","tatenlos","-0.0048"
"1422","terrorisieren","-0.0048"
"1423","teuer","-0.2716"
"1424","teuflisch","-0.1677"
"1425","tot","-0.1683"
"1426","totalitär","-0.0048"
"1427","tragisch","-0.1847"
"1428","trauern","-0.1945"
"1429","traumatisch","-0.0048"
"1430","traumatisieren","-0.0048"
"1431","traurig","-0.1266"
"1432","trennen","-0.5033"
"1433","trist","-0.0424"
"1434","trostlos","-0.0467"
"1435","trottelig","-0.0048"
"1436","trotten","-0.0048"
"1437","trotzen","-0.0048"
"1438","träge","-0.3272"
"1439","trüb","-0.0048"
"1440","trügerisch","-0.1874"
"1441","turbulent","-0.0048"
"1442","tyrannisch","-0.0048"
"1443","täuschen","-0.6192"
"1444","tödlich","-0.3487"
"1445","töricht","-0.471"
"1446","töten","-0.5203"
"1447","umgetauscht","-0.0048"
"1448","umstritten","-0.0048"
"1449","umständlich","-0.3487"
"1450","umtauschen","-0.0048"
"1451","umweltschädlich","-0.0048"
"1452","unachtsam","-0.4488"
"1453","unangemessen","-0.4883"
"1454","unangenehm","-0.4691"
"1455","unanständig","-0.0441"
"1456","unattraktiv","-0.4656"
"1457","unaufgefordert","-0.0048"
"1458","unaufhörlich","-0.0048"
"1459","unaufrichtig","-0.3091"
"1460","unbarmherzig","-0.3257"
"1461","unbedacht","-0.051"
"1462","unbedeutend","-0.6134"
"1463","unbefriedigend","-0.3343"
"1464","unbefriedigt","-0.319"
"1465","unbefugt","-0.0048"
"1466","unbegründet","-0.4923"
"1467","unbeliebt","-0.3266"
"1468","unbequem","-0.0237"
"1469","unberechtigt","-0.3393"
"1470","unbestimmt","-0.3322"
"1471","unbewiesen","-0.3113"
"1472","unbotmäßig","-0.0048"
"1473","unbrauchbar","-0.4727"
"1474","undankbar","-0.3156"
"1475","undemokratisch","-0.3259"
"1476","undiplomatisch","-0.0048"
"1477","undiszipliniert","-0.0048"
"1478","undurchführbar","-0.0048"
"1479","undurchsichtig","-0.3279"
"1480","unehrlich","-0.327"
"1481","uneinig","-0.0048"
"1482","uneinsichtig","-0.0048"
"1483","unerbittlich","-0.3318"
"1484","unerfreulich","-0.0453"
"1485","unerhört","-0.0048"
"1486","unerklärlich","-0.0048"
"1487","unerlaubt","-0.0048"
"1488","unerquicklich","-0.0048"
"1489","unerträglich","-0.3454"
"1490","unerwartet","-0.0349"
"1491","unerwiesen","-0.0048"
"1492","unerwünscht","-0.3413"
"1493","unfair","-0.8827"
"1494","unfein","-0.0048"
"1495","unfreiwillig","-0.3382"
"1496","unfreundlich","-0.3407"
"1497","unfähig","-0.4787"
"1498","ungebeten","-0.0048"
"1499","ungebührlich","-0.0048"
"1500","ungedeckt","-0.0048"
"1501","ungeduldig","-0.0405"
"1502","ungeeignet","-0.6394"
"1503","ungeheuer","-0.0048"
"1504","ungeheuerlich","-0.0048"
"1505","ungehobelt","-0.0048"
"1506","ungehorsam","-0.3176"
"1507","ungeliebt","-0.4532"
"1508","ungemütlich","-0.0313"
"1509","ungenau","-0.497"
"1510","ungeordnet","-0.0048"
"1511","ungerecht","-0.7844"
"1512","ungerechtfertigt","-0.4701"
"1513","ungeschickt","-0.6087"
"1514","ungeschminkt","-0.0048"
"1515","ungesetzlich","-0.0048"
"1516","ungesund","-0.1793"
"1517","ungewohnt","-0.0243"
"1518","ungewollt","-0.4781"
"1519","ungezogen","-0.3124"
"1520","ungeübt","-0.0048"
"1521","unglaubwürdig","-0.2007"
"1522","ungleich","-0.0048"
"1523","unglücklich","-0.301"
"1524","ungültig","-0.3485"
"1525","ungünstig","-0.767"
"1526","unheilbar","-0.0048"
"1527","unheilvoll","-0.0048"
"1528","unhöflich","-0.0048"
"1529","uninformiert","-0.0048"
"1530","unklar","-0.5023"
"1531","unklug","-0.4604"
"1532","unkorrekt","-0.3247"
"1533","unkritisch","-0.1934"
"1534","unlauter","-0.0048"
"1535","unliebsam","-0.0048"
"1536","unlogisch","-0.4817"
"1537","unmenschlich","-0.4724"
"1538","unmoralisch","-0.6224"
"1539","unmöglich","-0.3559"
"1540","unnötig","-0.9463"
"1541","unnütz","-0.6073"
"1542","unpassend","-0.3261"
"1543","unpersönlich","-0.0476"
"1544","unpopulär","-0.0048"
"1545","unpraktisch","-0.3182"
"1546","unqualifiziert","-0.3153"
"1547","unredlich","-0.3248"
"1548","unregelmäßig","-0.0048"
"1549","unrentabel","-0.0048"
"1550","unruhig","-0.0551"
"1551","unrühmlich","-0.0048"
"1552","unsachgemäß","-0.3271"
"1553","unsauber","-0.4713"
"1554","unscharf","-0.327"
"1555","unschön","-0.4486"
"1556","unselig","-0.0048"
"1557","unseriös","-0.3373"
"1558","unsicher","-0.6268"
"1559","unsinnig","-0.3516"
"1560","unsittlich","-0.0048"
"1561","unsolidarisch","-0.0048"
"1562","unsolide","-0.0048"
"1563","unsozial","-0.4614"
"1564","unsportlich","-0.32"
